premise_name,opening_date,closing_date,premise_address1
OWENS BROAD ST DINER,3/7/1997 12:00:00 AM,29-APR-2002,1802 W MAIN ST
DAYS INN RESTAURANT,3/7/1997 12:00:00 AM,30-JUN-1997,5139 REDWOOD RD
TIGER LILY,3/7/1997 12:00:00 AM,30-NOV-2000,2501 UNIVERSITY DR
GATORS BAR AND GRILL,3/7/1997 12:00:00 AM,18-JUN-1997,317 W MAIN ST
DUPONT CAFETERIA,4/9/1997 12:00:00 AM,08-JUL-2002,14 T W ALEXANDER DRIVE
ITS A WIENER,4/9/1997 12:00:00 AM,28-JUL-2004,5815 HWY 55
U S MARKET,4/9/1997 12:00:00 AM,29-APR-2004,2105 E HWY 54
JOELS TAVERN AND GRILL,4/9/1997 12:00:00 AM,27-JUN-1997,216 DAVIDSON AVE
THYME TABLE,4/9/1997 12:00:00 AM,15-APR-2002,427 W MAIN ST
CHICK FIL A,4/9/1997 12:00:00 AM,01-MAR-2001,342 HILLSBOROUGH RD
BROTHERS PIZZA,4/9/1997 12:00:00 AM,16-DEC-1998,325 W MAIN ST
DRAGON INN,4/9/1997 12:00:00 AM,03-JUL-2001,3823 GUESS ROAD
BAMBOO HOUSE,5/14/1997 12:00:00 AM,12-SEP-2011,3600 N DUKE ST SUITE 4
CAFFE DEL POPOLO,5/14/1997 12:00:00 AM,11-FEB-2000,300 W MORGAN ST
COURTYARD CAFE,5/14/1997 12:00:00 AM,06-JAN-2006,1815 FRONT ST
BOGEY'S GRILL,5/14/1997 12:00:00 AM,13-MAR-2012,1600 HILLANDALE ROAD
PANINIS BAKING AND CAFE,5/14/1997 12:00:00 AM,03-MAR-1998,2414 UNIVERSITY DR
BLUE NILE  THE,5/14/1997 12:00:00 AM,06-JUL-2006,2000 CHAPEL HILL RD  4
BOSTON MARKET,5/14/1997 12:00:00 AM,10-JAN-2012,1720 GUESS ROAD
GOLDEN PIZZA AND SUBS,5/14/1997 12:00:00 AM,14-JUN-2010,2000 CHAPEL HILL RD  16
NEW FLAVOR,6/18/1997 12:00:00 AM,23-AUG-1999,308 S DRIVER ST
GRANNYS KITCHEN,6/18/1997 12:00:00 AM,21-DEC-2005,3600 N DUKE ST
KICKS 66 A AND W GRILL,6/18/1997 12:00:00 AM,27-MAY-2011,109 W HIGHWAY 54
LA ILUSION,6/18/1997 12:00:00 AM,01-AUG-2003,2000 CHAPEL HILL RD
THE ARTFUL GOURMET,6/17/1997 12:00:00 AM,27-MAY-1998,317 W MAIN ST
LIGHTHOUSE DELI,6/18/1997 12:00:00 AM,23-OCT-1997,5300 N ROXBORO RD
HONG KONG BUFFET,7/16/1997 12:00:00 AM,30-SEP-2013,307 FOUSHEE ST
LIL DINOS,7/16/1997 12:00:00 AM,10-JUL-2000,3225 GUESS ROAD
QUINTILES CAFE,7/16/1997 12:00:00 AM,20-JAN-2011,1007 SLATER RD
FIVE OAKS SNACK BAR,7/16/1997 12:00:00 AM,08-DEC-1998,5109 PINE CONE DR
MAZATLAN,7/16/1997 12:00:00 AM,15-OCT-1997,5139 REDWOOD RD
SCOOPS ICE CREAM CAFE AND DELI,8/14/1997 12:00:00 AM,15-SEP-1998,1835 MARTIN LUTHER KING PKWY
COLLEGE TOWN PIZZA AND SUBS,8/14/1997 12:00:00 AM,06-APR-2000,748 NINTH ST
ARBYS  148,8/14/1997 12:00:00 AM,06-APR-2000,5278 N ROXBORO RD
SUBWAY,8/14/1997 12:00:00 AM,17-JUL-2000,1919 HOLLOWAY ST
DURHAM HARLEY DAVIDSON REST,8/14/1997 12:00:00 AM,22-SEP-2006,821 N MIAMI BLVD
GEORGES EXPRESS,9/8/1997 12:00:00 AM,16-OCT-1998,905 W MAIN ST
TONY Z,9/10/1997 12:00:00 AM,07-JUL-1998,2627 HILLSBOROUGH RD
SUE ANS AMRERICAN TAKE OUT,9/10/1997 12:00:00 AM,17-MAR-1999,2300 CHAPEL HILL RD
LUCKY STAR BUFFET,9/10/1997 12:00:00 AM,25-NOV-1997,4215 UNIVERSITY DR  2
WILD BULLS PIZZA,9/10/1997 12:00:00 AM,30-MAR-2001,609 TRENT DRIVE
YAMATO JAPANESE SEAFOOD AND ST,9/10/1997 12:00:00 AM,31-JAN-2005,1058 W CLUB BLVD
CHARDOS AT THE BROWNSTONE,9/8/1997 12:00:00 AM,20-JAN-2011,2424 ERWIN RD
CLASSIC SEAFOOD,9/8/1997 12:00:00 AM,09-SEP-2009,111 S ALSTON AVE
YMCA ATRIUM CAFE,9/10/1997 12:00:00 AM,23-NOV-1998,215 W MORGAN ST
HANS FINE CHINESE CUISINE,9/8/1997 12:00:00 AM,11-DEC-2000,DUKE WEST CAMPUS
COSMIC CANTINA WHOLESALE,10/29/1997 12:00:00 AM,17-APR-2002,124 E MAIN ST
JIMMYS BAGEL BAKERY,10/29/1997 12:00:00 AM,05-JUN-2008,335 W MAIN ST
NEW CHINA,10/29/1997 12:00:00 AM,06-JAN-2003,6118 FARRINGTON RD
STOCKS,10/29/1997 12:00:00 AM,30-JUN-1998,600 WILLARD ST
SASSYS,10/29/1997 12:00:00 AM,24-MAR-1998,1821 HILLANDALE RD
LA FONDITA  LLC,10/29/1997 12:00:00 AM,13-MAR-2003,2000 AVONDALE DR
MIAMI SUBS GRILL #122,11/20/1997 12:00:00 AM,29-JAN-2009,3536 HILLSBOROUGH ROAD
NEW CHINA CAFE,11/20/1997 12:00:00 AM,07-AUG-2008,247 W HWY 54
PHILLY STEAK AND CHEESE SAEED,11/20/1997 12:00:00 AM,18-JAN-2011,3600 N DUKE ST
GEER ST GRILL,11/20/1997 12:00:00 AM,10-APR-2000,1002 E GEER ST
REDWOOD CAFE,11/20/1997 12:00:00 AM,03-AUG-1998,5139 REDWOOD ROAD
JIMMY JOHNS GOURMET SANDWICHES,11/20/1997 12:00:00 AM,18-OCT-2000,738 NINTH ST
LOWES FOOD STORE DELI 403,1/15/1998 12:00:00 AM,18-JAN-2011,3616 HILLSBOROUGH ROAD
BURGER KING #7216,1/15/1998 12:00:00 AM,13-APR-2004,1605 HWY 70 EAST
CHINA GARDEN,1/15/1998 12:00:00 AM,17-SEP-1999,4215 UNIVERSITY DRIVE
RISTORANTE LUCIA,12/17/1997 12:00:00 AM,06-OCT-1998,5410 S HWY 55
TASTE OF THE ISLAND,1/15/1998 12:00:00 AM,16-AUG-2001,1121 UNIVERSITY DR
LIGHTHOUSE COUNTRY KTICHEN RIC,1/16/1998 12:00:00 AM,30-DEC-1999,5300 N ROXBORO ROAD
BENNETT POINTE GRILL,1/16/1998 12:00:00 AM,04-SEP-2001,4625 HILLSBOROUGH ROAD
JERSERY MIKE S,2/16/1998 12:00:00 AM,14-MAR-2001,3600 N DUKE ST
PARKSIDE BAGELS,2/16/1998 12:00:00 AM,09-JAN-2003,4823 HWY 55
TAND J DINER,2/16/1998 12:00:00 AM,13-JUL-1998,201 S DILLARD STREET
JAVA REPUBLIC,2/16/1998 12:00:00 AM,02-MAR-1999,4900 HWY 55 SUITE 200
SUBWAY,2/16/1998 12:00:00 AM,12-FEB-2007,3705 WAKE FOREST HIGHWAY
HARRIS TEETER DELI  140,3/11/1998 12:00:00 AM,30-JUL-2003,237 W NC 54
BURGER KING #9653,3/11/1998 12:00:00 AM,13-APR-2004,4829 HOPE VALLEY RD
FRANKIES PLACE,4/28/1998 12:00:00 AM,10-APR-2000,2514 UNIVERSITY DRIVE
DRAGON GATE,4/28/1998 12:00:00 AM,27-MAY-2000,2000 CHAPEL HILL RD
SUBWAY,4/28/1998 12:00:00 AM,04-AUG-2009,4711 HOPE VALLEY RD
RICK'S DINER,4/28/1998 12:00:00 AM,01-FEB-2011,4015 UNIVERSITY DRIVE
SALS PIZZA,4/28/1998 12:00:00 AM,29-MAR-2007,1821 HILLANDALE ROAD
EL SARAPE,4/28/1998 12:00:00 AM,28-SEP-2000,5023 WAKE FOREST HIGHWAY
OH! BRIAN'S,4/28/1998 12:00:00 AM,19-OCT-2010,4818 HWY 55
DUKE DIET AND FITNESS,4/28/1998 12:00:00 AM,08-APR-2009,804 W TRINITY AVENUE
JERSEY MIKES SUBS,4/28/1998 12:00:00 AM,19-MAR-2001,2105 E HWY 54
SASSYS,4/28/1998 12:00:00 AM,22-SEP-1998,1821 HILLANDALE ROAD
SITAR INDIA PALACE,5/14/1998 12:00:00 AM,14-JUN-2010,3117 D SHANNON ROAD
CHUCKWAGON TEXAS PIT BBQ,5/14/1998 12:00:00 AM,23-MAR-2000,1403 S MIAMI BLVD
BLUE CROSS BLUE SHIELD CAFETER,5/14/1998 12:00:00 AM,20-JUN-2011,1965 IVEY CREEK BLVD
RHYTHN ALLAY,5/14/1998 12:00:00 AM,06-NOV-1999,200 CHAPEL HILL RD
JERSEY MIKES,5/14/1998 12:00:00 AM,29-JUN-2001,1058 W CLUB BLVD
TOBACCO ROADHOUSE,5/14/1998 12:00:00 AM,19-JAN-2011,115 N DUKE ST
MS PEARLS,5/14/1998 12:00:00 AM,03-JAN-2000,2022 ANGIER AVENUE
SUBWAY,5/14/1998 12:00:00 AM,16-OCT-2003,1534 S MIAMI BLVD
DAVES WINGS,5/14/1998 12:00:00 AM,05-APR-2000,2543 S ROXBORO ROAD
48 HRS SPORTS BAR LLC,7/7/1998 12:00:00 AM,31-MAR-2003,2825 N ROXBORO RD
CHICK-FIL-A,7/7/1998 12:00:00 AM,18-MAR-2013,1058 W CLUB BLVD
THE MALLARD,7/7/1998 12:00:00 AM,10-AUG-2007,4023 WAKE FOREST HWY
OCEAN EMMY'S SEAFOOD,7/7/1998 12:00:00 AM,12-JUN-2001,2505 CHAPEL HILL BLVD
THE JACK PIT CAFE,7/7/1998 12:00:00 AM,31-MAY-2007,317 W MAIN ST
ITALIAN CAFE,7/7/1998 12:00:00 AM,07-JAN-2003,3550 N ROXBORO ROAD
"J&amp;L'S RESTAURANT",7/7/1998 12:00:00 AM,19-FEB-2010,2627 HILSBOROUGH ROAD
KENTUCKY FRIED CHIKEN,7/23/1998 12:00:00 AM,02-MAY-2003,2005 ROXBORO ROAD
R AND J GRILL,7/23/1998 12:00:00 AM,08-FEB-1999,1313 S ROXBOXO ST
WINN DIXIE 915 DELI  FOOD CT,7/23/1998 12:00:00 AM,25-JUL-2001,2000 AVONDALE DRIVE
LA KABANA,7/23/1998 12:00:00 AM,03-DEC-1998,3218 GUESS ROAD
ARTYS P,7/23/1998 12:00:00 AM,24-MAY-2007,14 PARK PLAZA
COMFORT SUITES HOTEL,7/23/1998 12:00:00 AM,05-DEC-2012,5219 PAGE ROAD
FRANCESCAS,8/21/1998 12:00:00 AM,10-SEP-2008,2530 ERWIN RD
RAMADA INN RESTAURANT,8/21/1998 12:00:00 AM,01-MAY-2000,600 WILLARD ST
SUBS ETC AND PIZZA,8/21/1998 12:00:00 AM,21-FEB-2000,225 W NC 54
NEE ORIENTAL FAST FOOD,8/21/1998 12:00:00 AM,07-NOV-1999,201 S DILLARD ST
RED MOUNTAIN GRILL,8/21/1998 12:00:00 AM,02-NOV-2001,202 RED MUNTAIN RD
ROUGEMONT DINER,8/21/1998 12:00:00 AM,22-MAR-1999,123 BACON ROAD
REDWOOD CAFE,9/18/1998 12:00:00 AM,29-DEC-1998,5139 REDWOOD ROAD
CHICK FIL A,9/18/1998 12:00:00 AM,03-MAY-2012,104 RESIDENCE INN BLVD
CHEERZ DELI,9/18/1998 12:00:00 AM,10-MAR-2014,2945 S MIAMI BLVD
HARTMANS STEAK HOUSE,9/18/1998 12:00:00 AM,16-AUG-2001,1703 E GEER ST
BRIGHTLEAF  905,9/18/1998 12:00:00 AM,13-JUN-2001,905 W MAIN ST
I LOVE NY PIZZA,9/18/1998 12:00:00 AM,18-JUL-2004,742 NINTH ST
KROGER R 366 DELI,9/18/1998 12:00:00 AM,18-FEB-2002,1802 NORTH POINTE DRIVE
KELT  THE,10/26/1998 12:00:00 AM,15-MAR-2001,744 NINTH ST
KROGER  R 331  DELI,10/26/1998 12:00:00 AM,22-APR-2003,202 N C HWY 54
ROUGEMONT DINER,10/26/1998 12:00:00 AM,17-MAR-1999,12915 ROXBORO RD
JAVA CAFE AT THE REGULATOR,10/26/1998 12:00:00 AM,01-SEP-2000,720 NINTH ST
EL VAQUERO,12/2/1998 12:00:00 AM,31-OCT-2000,1821 HILANDALE ROAD
K MART CAFE #4237,12/3/1998 12:00:00 AM,16-JUN-2003,2004 AVONDALE DR
JACKS EXPRESS,9/8/1999 12:00:00 AM,18-DEC-2001,905 W MAIN ST
1/2 TYMZ,12/2/1998 12:00:00 AM,29-JUL-1999,202 N CORCARAN STREET
FAZOLIS,12/2/1998 12:00:00 AM,10-APR-2003,2103 ALLENDOWN DRIVE
HOMEWOOD SUITES,12/3/1998 12:00:00 AM,06-JAN-2005,3600 MT MORIAH ROAD
JOES CRAB SHACK,12/3/1998 12:00:00 AM,08-JUN-2004,3724 CHAPEL HILL BLVD
SUBWAY,12/3/1998 12:00:00 AM,22-JUN-2009,2526 ERWIN RD
GREENFIELDS,1/5/1999 12:00:00 AM,16-JUN-2003,5128 ROXBORO RD
PIPERS,1/5/1999 12:00:00 AM,01-MAR-2007,3219 OLD CHAPEL HILL ROAD
BREAD AND KEBAB,1/5/1999 12:00:00 AM,28-NOV-2000,1013 W MAIN ST
HEAVENLY HAM,1/5/1999 12:00:00 AM,04-MAY-2000,3710 SHANNON ROAD
YMCA AIRUM CAFE,1/5/1999 12:00:00 AM,09-SEP-1999,215 W MORGAN ST
EL CABLCO DORACO,1/15/1999 12:00:00 AM,11-FEB-2000,3218 GUESS RD
FUJI JAPANESE RESTAURANT,1/15/1999 12:00:00 AM,28-AUG-2002,4900 NC HWY 55
HONG KONG,1/15/1999 12:00:00 AM,13-JUL-2004,4711 HOPE VALLEY RD
SALIS PIZZERIA AND GRILL,1/19/1999 12:00:00 AM,01-FEB-2000,325 W MAIN ST
TRACKSIDE AT THE PARK,1/19/1999 12:00:00 AM,26-AUG-2002,4310 S MIAMI BLVD
MCDONALDS,1/15/1999 12:00:00 AM,14-DEC-2001,5450 NEW HOPE COMMONS ROAD
MCDONALDS,1/15/1999 12:00:00 AM,07-DEC-2001,4717 APEX HWY
FALLS LAKE RESTAURANT,1/15/1999 12:00:00 AM,06-APR-2000,5139 REDWOOD RD
HOMEWOOD SUITES LODGE,1/15/1999 12:00:00 AM,08-APR-2010,4603 CENTRAL PARK DRIVE
NORTEL,1/19/1999 12:00:00 AM,26-AUG-2010,35 DAVIS DRIVE
QUIZNOS SUBS,1/19/1999 12:00:00 AM,12-JUN-2008,202 NC HWY 54
CHIANTI S,4/2/1996 12:00:00 AM,09-JAN-2003,4015 UNIVERSITY DR
GRAND CHINA BUFFETT,7/1/1990 12:00:00 AM,16-AUG-1999,"3742 SPACE B &amp; C"
DAVES WING/GRILL SUNSHINE AMOC,2/19/1999 12:00:00 AM,27-DEC-2001,601 W CHAPEL HILL ST
JERSEY MIKES,2/19/1999 12:00:00 AM,18-APR-2001,2945 S MIAMI BLVD
JOES COMMUNITY MART AND GRILL,3/19/1999 12:00:00 AM,12-OCT-2009,1313 S ROXBORO ST
LATINO,3/19/1999 12:00:00 AM,18-APR-2003,1915 B CHAPEL HILL RD
NCHS CAFETERIA,3/19/1999 12:00:00 AM,19-JAN-2011,12 DAVIS DR
KWIK WOK,6/13/1994 12:00:00 AM,11-SEP-2003,3723 WAKE FOREST HWY
N Y BURRITO,3/19/1999 12:00:00 AM,19-JAN-2011,4837 SLOT A 10
PHILLY STEAK FACTORY,4/1/1996 12:00:00 AM,30-DEC-2003,4731 APEX HWY
"BLIMPIES SUBS &amp; SALADS",11/2/1995 12:00:00 AM,16-MAR-2000,2322 HIGHWAY 54
CHINA INN,9/14/1993 12:00:00 AM,04-JAN-2006,2701 HILLSBOROUGH ROAD
ON THE BORDER,4/21/1999 12:00:00 AM,02-SEP-2008,4600 CHAPEL HILL BLVD
SHAW'S SEAFOOD BOX,4/27/1999 12:00:00 AM,31-OCT-2001,1102 GANN STREET
GREENHOUSE CAFE,4/21/1999 12:00:00 AM,08-JUL-2003,2300 CHAPEL HILL RD
SOUPER SALAD 126,4/21/1999 12:00:00 AM,16-OCT-2008,202 NC HWY 54
ROUGEMONT DINER,10/26/1998 12:00:00 AM,15-MAR-2000,12915 ROXBORO RD
PIZZA INN,5/18/1995 12:00:00 AM,24-MAY-2004,3648 CHAPEL HILL BLVD
DUNKIN DONUTS,1/12/1995 12:00:00 AM,23-NOV-2004,3531 HILLSBOROUGH ROAD
DUNKIN DONUTS,12/5/1994 12:00:00 AM,23-NOV-2004,2103 N ROXBORO RD
FUNWERKS   FUNTASIA,5/28/1999 12:00:00 AM,13-JUL-2004,4350 GARRETT RD
CARTER COMMUINITY SCHOOL,7/8/1999 12:00:00 AM,19-JAN-2011,1305 W CLUB BLVD
RUDINO'S PIZZA AND GRINDERS,5/28/1999 12:00:00 AM,20-DEC-2013,202 NC HWY 54
BULLYS CHEESEBURGERS AND CHEES,9/8/1999 12:00:00 AM,22-SEP-2003,1102 BROAD ST
TEN TEN RESTAURANT,9/7/1999 12:00:00 AM,19-JAN-2011,4201 ROXBORO ROAD
CI CI'S PIZZA,5/4/2000 12:00:00 AM,30-OCT-2006,4600 CHAPEL HILL BLVD
POSEIDON SEAFOOD RESTAURANT,5/4/2000 12:00:00 AM,15-FEB-2003,811 BROAD ST
WALDOS CHARCOAL GRILLE AND TAV,8/6/1999 12:00:00 AM,09-NOV-2000,3642 SHANNON RD
LEES KITCHEN,8/6/1999 12:00:00 AM,23-SEP-1999,706 E MAIN ST
WECK CLOSURE SYSTEMS,8/6/1999 12:00:00 AM,04-MAR-2004,1 WEEK DR
GRANNY'S TAKE OUT,7/7/1998 12:00:00 AM,27-MAR-2001,1108 MORNING GLORY AVE
PASTA BELLA,8/13/1999 12:00:00 AM,12-JUN-2007,261 NC HWY 54 WEST
RUDINO'S PIZZA AND GRINDERS,8/13/1999 12:00:00 AM,01-APR-2013,4911 CENTRAL PARK LANE
INNOVATION CAFE,8/13/1999 12:00:00 AM,11-DEC-1999,1300 MORRENE RD
NEW FLAVOR,11/1/1999 12:00:00 AM,07-DEC-1999,308 S DRIVEN AVENUE
JERSEY MIKES,11/1/1999 12:00:00 AM,19-JAN-2011,4201 UNIVERSITY DR
MANDARIAN GARDEN,11/1/1999 12:00:00 AM,19-JAN-2011,"3742 B &amp; C CHAPEL HILL BLVD"
PINEY POINT SEAFOOD AND GRILL CAFÉ,11/1/1999 12:00:00 AM,13-OCT-2014,2515 MEREDIAN PACKWAY
KALLISTI,11/3/1999 12:00:00 AM,13-MAR-2001,748 NINTH ST
YMCA ATRIUM CAFE,11/3/1999 12:00:00 AM,01-FEB-2000,215 MORGAN ST
EASTERN LIGHTS,11/3/1999 12:00:00 AM,01-MAY-2013,4215 UNIVERSITY DRIVE
TACO BELL,11/3/1999 12:00:00 AM,23-SEP-2013,3119 SHANNON ROAD
J C'S KITCHEN,11/3/1999 12:00:00 AM,01-DEC-2010,706 E MAIN ST
BRIGGS AT THE PARK,11/3/1999 12:00:00 AM,03-MAY-2005,4900 HWY 55 ST 520
MI PEQUENO HONDURAS,1/3/2000 12:00:00 AM,31-MAY-2011,2201 N ROXBORO ROAD
ROSAS TOO,1/3/2000 12:00:00 AM,22-SEP-2006,201 S DILLARD STREET
TASTE OF THE ISLAND,1/3/2000 12:00:00 AM,19-FEB-2010,1121 UNIVERSITY DRIVE
ARNIE S PLACE,2/4/2000 12:00:00 AM,08-JAN-2002,1725 CARPENTER FLETCHER RD
STELLA RESTAURANT  CATHERING,11/1/1999 12:00:00 AM,23-SEP-2009,308 S DRIVEN AVENUE
CATERPILLER CAFE,2/4/2000 12:00:00 AM,22-SEP-2006,MUSEUM LIFE AND SCIENCE
MCDONALD  5234,2/2/2000 12:00:00 AM,02-FEB-2000,3117 TOWER BLVD
MCDONALDS  5236,2/2/2000 12:00:00 AM,02-FEB-2000,3143 HILLSBOROUGH ROAD
ROYAL HOME FASHIONS,10/3/1994 12:00:00 AM,05-FEB-2009,2102 FAY STREET
EAST COAST CHINESE FOOD EXPRES,2/4/2000 12:00:00 AM,27-JUN-2003,202 NC HWY 54
DAWSON S,2/4/2000 12:00:00 AM,19-FEB-2010,3411 UNIVERSITY DR
CLASSIC SEAFOOD,2/19/2000 12:00:00 AM,06-AUG-2003,518 E TRINITY AVE
SKIP S,2/19/2000 12:00:00 AM,26-JUN-2001,2405 HOLLOWAY ST
SHOP N GO FOOD MART,2/19/2000 12:00:00 AM,09-JUL-2001,4640 HILLSBOROUGH RD
MCDONALD S  368,7/1/1990 12:00:00 AM,20-SEP-2005,2010 ROXBORO ROAD
RADISSON HOTEL,3/20/2000 12:00:00 AM,19-MAR-2014,150 PARK DRIVE
QUINTILES CAFETERIA,3/20/2000 12:00:00 AM,01-MAR-2001,5927 S MIAMI BLVD
YMCA ATRIUM CAFE,11/3/1999 12:00:00 AM,10-JAN-2003,215 MORGAN ST
MS PEARLS RESTAURANT,3/20/2000 12:00:00 AM,25-FEB-2010,325 W MAIN ST
JAPAN EXPRESS,3/20/2000 12:00:00 AM,19-DEC-2006,3409 K HILLSBOROUGH RD
MCDONALDS  3828,2/2/2000 12:00:00 AM,20-DEC-2007,3143 HILLSBOROUGH ROAD
VILLAGE BISTRO,3/20/2000 12:00:00 AM,09-AUG-2001,3801 WAKE FOREST HWY
MADE IN MEXICO,3/20/2000 12:00:00 AM,03-APR-2003,2945 S MIAMI BLVD
SUBS ETC AND PIZZA,8/21/1998 12:00:00 AM,11-JUN-2001,225 W NC 54
LATIN AMERICAN FOOD  II,3/20/2000 12:00:00 AM,19-JAN-2011,3218 GUESS RD
CENTER VIEW TERRACE,3/17/2000 12:00:00 AM,17-JUN-2002,300 W MORGAN ST
GINGER INN,1/27/1994 12:00:00 AM,02-MAR-2004,4831 S APEX HWY
SEASONED TICKET,3/20/2000 12:00:00 AM,09-JAN-2003,3211 SHANNON RD
JACARANDAS,4/27/2000 12:00:00 AM,15-MAR-2002,5410 HWY 55
YOUR FISH AND CHIPS,4/27/2000 12:00:00 AM,16-JUN-2003,1306 FAYETTEVILLE ST
SPEEDWAY CAFE,4/27/2000 12:00:00 AM,24-SEP-2001,12915 ROXBORO RD
AMERICAN HERO,4/27/2000 12:00:00 AM,30-NOV-2006,1403 S MIAMI BLVD
ETNA,4/27/2000 12:00:00 AM,03-DEC-2001,2322 HWY 54
PEARLS GEER ST GRILL,5/26/2000 12:00:00 AM,28-JUN-2002,1002 GEER STREET
FALLS LAKE SPORTS BAR,1/15/1999 12:00:00 AM,03-OCT-2000,5139 REDWOOD RD
SUBS ETC AND TCBY,5/26/2000 12:00:00 AM,09-APR-2003,1821 HILLANDALE ROAD
HARDEES DUKE NORTH #1186,5/26/2000 12:00:00 AM,26-MAR-2008,2000 ERWIN RD RM 17
SMITH MEXICAN AND AMERICAN GRI,7/10/2000 12:00:00 AM,15-JUL-2013,619 STALLINGS ROAD
HEAVENLY HAM,7/10/2000 12:00:00 AM,14-JUN-2010,3710 SHANNON RD
KFC- DURHAM,7/10/2000 12:00:00 AM,24-JUL-2006,806 FAYETTEVILLE ST
LUXURY INN RESTAURANT,7/10/2000 12:00:00 AM,25-FEB-2010,600 MILLARD ST
TAQUERIA MEXICANA LA VILLITA,7/10/2000 12:00:00 AM,31-DEC-2001,2501 C UNIVERSITY DRIVE
EL INCA CAFE,7/10/2000 12:00:00 AM,24-MAY-2007,211 WEST HWY 54
IBM 629 CAFE,7/31/2000 12:00:00 AM,25-JUN-2008,629 DAVIS DR
PAUL J RIZZO CONFERENCE CENTER,7/31/2000 12:00:00 AM,23-SEP-2008,150 DUBOSE HOME LANE
ALL PEOPLE'S GRILL,7/31/2000 12:00:00 AM,20-JAN-2015,6122 GUESS ROAD
ZEROS SUBS,8/17/2000 12:00:00 AM,24-MAR-2004,2728 GUESS ROAD
TOKYO EXPRESS,8/17/2000 12:00:00 AM,04-APR-2007,3225 GUESS ROAD
CAFE MOMO,8/17/2000 12:00:00 AM,10-JUN-2003,4711 HOPE VALLEY ROAD
SUBWAY  11138,8/17/2000 12:00:00 AM,10-OCT-2008,1000 N MIAMI BLVD
MONTAS INTERNATIONAL,8/16/2000 12:00:00 AM,29-NOV-2007,2223 E HWY 54 LOUNGE
CHICK FIL A DRIVE THRU,9/22/2000 12:00:00 AM,29-DEC-2006,4001 CHAPEL HILL BLVD
RESTAURANT LOS PORTALES,9/22/2000 12:00:00 AM,19-JUN-2001,3530 S ALSTON AVE
VINCENT S PIZZA,11/7/2000 12:00:00 AM,02-JUL-2001,607 BROAD STREET
J D  S PLACE,11/7/2000 12:00:00 AM,14-OCT-2004,101 E CHAPEL HILL ST
TANGLEWOOD COFFEE HOUSE,11/7/2000 12:00:00 AM,10-AUG-2001,720 NINTH ST
DRAGON GATE,3/8/2001 12:00:00 AM,20-FEB-2004,2000 CHAPEL HILL ROAD
INNOVATION CAFE,3/8/2001 12:00:00 AM,17-JUN-2005,1300 MORRENE RD
QUINTILOS BRADFORD CENTER,11/7/2000 12:00:00 AM,01-MAR-2001,5827 S MIAMI BLVD
SOLECTRON,11/20/2000 12:00:00 AM,03-JUN-2002,4500 EMPEROA BLVD
FALLS LAKE RESTAURANT,1/15/1999 12:00:00 AM,19-MAR-2001,5139 REDWOOD RD
TASTE OF CHINA,7/1/1990 12:00:00 AM,30-JUN-2005,3500 N ROXBORO ROAD
SHARRON S CATERING,11/7/2000 12:00:00 AM,18-MAY-2001,2835 S ROXBORO RD
JIMMY JOHNS,11/20/1997 12:00:00 AM,18-JUN-2003,738 NINTH ST
CAFE CAROLINA AND BAKERY,11/20/2000 12:00:00 AM,14-AUG-2003,1058 W CLUB BLVD
GREYBO S CATERING,8/7/1996 12:00:00 AM,16-JUN-2004,3701 S MIAMI BLVD
EL CORRAL MEXICAN RESTAURANT,12/2/1998 12:00:00 AM,17-JAN-2013,1821 HILANDALE ROAD
TOO J S TAVERN AND GRILL,2/19/2001 12:00:00 AM,06-FEB-2009,3642 SHANNON ROAD
BREAD AND KEBAB,1/5/1999 12:00:00 AM,04-SEP-2001,1013 W MAIN ST
"A &amp; W ALL AMERICAN FOOD 91508",1/31/2001 12:00:00 AM,29-JAN-2009,1058 W CLUB BLVD
MCDONALD S OF THE VILLAGE,9/1/1993 12:00:00 AM,20-FEB-2014,1000 N MIAMI BLVD
LOOP RESTAURANT,9/8/1997 12:00:00 AM,11-DEC-2001,029 W UNION BLDG
MILANO S  PIZZA,1/31/2001 12:00:00 AM,17-APR-2008,2945 S MIAMI BLVD
"LOUIE &amp; CHARLIE'S GRILLE &amp; TAVERN",1/31/2001 12:00:00 AM,21-JAN-2014,115 PAGE POINT CIRCLE
STOP N GO,11/29/2001 12:00:00 AM,04-FEB-2009,2526 ERWIN RD
UNCLE FRENCHY S,3/9/2001 12:00:00 AM,09-MAR-2004,4823 MEADOW DRIVE
JAPAN EXPRESS,3/9/2001 12:00:00 AM,15-DEC-2006,3500 N ROXBORO RD
SHIKI RESTAURANT,3/22/2001 12:00:00 AM,02-FEB-2015,207 W NC HWY 54
LEWIS B B Q,3/22/2001 12:00:00 AM,17-OCT-2005,5204 APEX HWY
OLE N C BAR-B-QUE,3/22/2001 12:00:00 AM,03-NOV-2006,3600 N DUKE STREET
PARK BENCH CAFE,3/22/2001 12:00:00 AM,27-MAR-2002,5410 HWY 55
CHICHOS TAQUERIA,3/22/2001 12:00:00 AM,22-MAR-2006,111 S ALSTON AVE
EDGE  THE,3/22/2001 12:00:00 AM,31-DEC-2003,108 MORRIS STREET
